"ID_CARGO";"ID_ENTIDAD";"ORDEN";"CARGO";"FECHA_INI";"FECHA_FIN";"NOMBRE";"EDIFICIO";"DIRECCION";"CP";"LOCALIDAD";"PROVINCIA";"TELEFONO";"BIOGRAFIA";"FOTO_PATH";"FOTO_NOMBRE";"EMAIL";"PUBLICADO";"COOR_X";"COOR_Y";"PAGINA_WEB";"PAGINA_WEB_TITULO";"RNUM";
"782";"806";"1";"JEFE/A DEL SERVICIO DEL LIBRO Y LAS BIBLIOTECAS";"";"";"Palmira Vicente Sanz";"";"Calle Pablo Ruiz Picasso, 65 D";"50018";"Zaragoza";"Zaragoza";"976716603   ";"";"";"";"";"1";"";"";"";"";"624";
"783";"807";"1";"JEFE/A DEL SERVICIO DE FOMENTO DE LAS ARTES Y LA CULTURA";"";"";"Marcos Castillo Monsegur";"";"Calle Pablo Ruiz Picasso, 65 D";"50018";"Zaragoza";"Zaragoza";"976714919   ";"";"";"";"";"1";"";"";"";"";"625";
"784";"808";"1";"JEFE/A DEL SERVICIO DE PREVENCIÓN Y PROTECCIÓN DEL PATRIMONIO CULTURAL";"";"";"María Ángeles Hernández Prieto";"";"";"";"";"";"976715415   ";"";"";"";"";"1";"";"";"";"";"626";
"785";"809";"1";"JEFE/A DEL SERVICIO DE CONSERVACIÓN Y RESTAURACIÓN DEL PATRIMONIO CULTURAL";"";"";"Fernando López Barrena";"";"";"";"";"";"976714918   ";"";"";"";"";"1";"";"";"";"";"627";
"789";"813";"1";"DIRECTOR DEL SERVICIO PROVINCIAL DE EDUCACIÓN, UNIVERSIDAD, CULTURA Y DEPORTE DE HUESCA";"";"";"José María Cabello Saenz de Santa María";"";"Plaza Cervantes, 1";"22003";"Huesca";"Huesca";"974293255   ";"";"";"";"";"1";"";"";"";"";"628";
"790";"814";"1";"DIRECTOR DEL SERVICIO PROVINCIAL DE EDUCACIÓN, UNIVERSIDAD, CULTURA Y DEPORTE DE TERUEL";"";"";"Carmen Calvo Villar";"";"Calle San Vicente de Paúl, 3";"44002";"Teruel";"Teruel";"978641236   ";"";"";"";"";"1";"";"";"";"";"629";
"791";"815";"1";"DIRECTOR DEL SERVICIO PROVINCIAL DE EDUCACIÓN, UNIVERSIDAD, CULTURA Y DEPORTE DE ZARAGOZA";"";"";"Montserrat Martínez Reus";"";"Avenida Juan Pablo II, 20";"50009";"Zaragoza";"Zaragoza";"976716401   ";"";"";"";"";"1";"";"";"";"";"630";
"827";"857";"1";"DIRECTOR/A DEL SERVICIO PROVINCIAL DEL DEPARTAMENTO DE INDUSTRIA E INNOVACIÓN EN TERUEL";"";"";"Miguel Ángel Lagunas Marqués";"";"Calle San Francisco, 1";"44002";"Teruel";"";"978641080   ";"";"";"";"";"1";"";"";"";"";"631";
"828";"858";"1";"DIRECTOR/A DEL SERVICIO PROVINCIAL DEL DEPARTAMENTO DE INDUSTRIA E INNOVACIÓN EN ZARAGOZA";"";"";"Luis Fernando Simal Domínguez";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"";"976714770   ";"";"";"";"";"1";"";"";"";"";"632";
"621";"612";"1";"DIRECTOR GERENTE DEL SERVICIO ARAGONÉS DE SALUD";"";"";"Ángel Sanz Barea";"Edificio de la Plaza de la Convivencia";"Plaza de la Convivencia, 2";"50071";"Zaragoza";"Zaragoza";"976765802   ";"Nacido en Corella (Navarra) en 1961, es ingeniero Industrial por la Escuela Técnica Superior de Ingenieros Industriales de Zaragoza y graduado PDG Programa de Dirección General por el IESE de la Universidad de Navarra. Ingresó por oposición en 1989 en el Cuerpo de Funcionarios Superiores de la Comunidad Autónoma de Aragón. Desempeñó el puesto de Jefe del Centro de Proceso de Datos hasta el año 1996.
Entre 1996 y 2013 ocupó diversos puestos de responsabilidad en el Gobierno de Navarra: Director General de Transportes y Telecomunicaciones, Director General para la Sociedad de la Información, Director Gerente de la Sociedad Pública TRACSA y Director Gerente del Servicio Navarro de Salud.
En julio de 2013 se incorporó de nuevo a la Administración aragonesa, desempeñando las jefaturas de Servicio de Innovación Tecnológica, Ingeniería y Sistemas de Información del Servicio Aragonés de Salud y Administración Electrónica del Departamento de Hacienda y Administración Pública.
";"";"";"";"1";"";"";"";"";"633";
"655";"646";"1";"Jefe/a del Servicio de Administración Electrónica";"";"";"Carmen Muñio Marcén";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714018   ";"";"";"";"";"1";"";"";"";"";"634";
"658";"650";"1";"Jefe/a del Servicio de Contratación Administrativa";"";"";"Ana Isabel Beltrán Gómez";"Edificio de la Plaza de los Sitios";"Plaza de los Sitios, 7";"50071";"Zaragoza";"Zaragoza";"976716912   ";"";"";"";"";"1";"";"";"";"";"635";
"660";"651";"1";"Jefe/ a del Servicio de Patrimonio";"";"";"Mercedes Lardiés Ruiz";"Edificio de la Plaza de los Sitios";"Plaza de los Sitios, 7";"50071";"Zaragoza";"Zaragoza";"976714212   ";"";"";"";"";"1";"";"";"";"";"636";
"663";"656";"1";"Jefe/a del Servicio de Régimen Interior";"";"";"Juan Carlos Martín Mallén";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714450   ";"";"";"";"";"1";"";"";"";"";"637";
"667";"660";"1";"Jefe/a del Servicio de Contabilidad";"";"";"María Carmen Allué Lacasta";"Edificio de la Plaza de los Sitios";"Plaza de los Sitios, 7";"50071";"Zaragoza";"Zaragoza";"976714682   ";"";"";"";"";"1";"";"";"";"";"638";
"668";"661";"1";"Jefe/a del Servicio de Aplicaciones de Contabilidad y Control";"";"";"Ángel Julián Lucea Sanz";"Edificio de la Plaza de los Sitios";"Plaza de los Sitios, 7";"50071";"Zaragoza";"Zaragoza";"976713101   ";"";"";"";"";"1";"";"";"";"";"639";
"724";"675";"1";"JEFE DE PROTOCOLO";"";"";"Tomás Solans Gistau";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714139   ";"";"";"";"";"1";"";"";"";"";"640";
"850";"873";"0";"Director del Instituto Aragonés de Estadística";"";"";"Alfredo Peris Beamonte";"Edificio de la Calle Bernardo Ramazzini";"Calle Bernardo Ramazzini, 5";"50015";"Zaragoza";"Zaragoza";"976713183   ";"";"";"";"";"1";"";"";"";"";"641";
"848";"871";"1";"JEFE/A DE SERVICIO DE ESTRATEGIAS DE SALUD Y FORMACIÓN";"";"";"Ana Olga Martínez Arantegui";"";"Vía Univérsitas, 36";"50017";"Zaragoza";"Zaragoza";"976714766   ";"";"";"";"";"1";"";"";"";"";"642";
"612";"590";"1";"DIRECTOR GENERAL DE CULTURA";"";"";"Humberto Vadillo López";"Edificio de la Calle Pablo Ruiz Picasso";"Calle Pablo Ruiz Picasso, 65 D";"50018";"Zaragoza";"Zaragoza";"976715464   ";"Nacido en Zaragoza en 1969, es licenciado en Derecho por la Universidad de Zaragoza y en Marketing International por la Arnhem Business School, Arnhem (Holanda). Ha cursado un máster en Comercio Internacional en Manchester.
Ha desempeñado su actividad profesional como responsable de exportaciones en diversos campos relacionados con el comercio internacional, de la venta real a la financiación a través de seguros y el establecimiento de acuerdos de licencia.
Ha sido colaborador-articulista de Libertad Digital y tertuliano en radio
";"";"";"";"1";"";"";"";"";"643";
"590";"565";"1";"DIRECTOR GENERAL DE TURISMO";"2011-07-16 00:00:00";"2015-04-22 00:00:00";"Elena Allué de Baro";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976713595   ";"";"";"";"";"1";"";"";"";"";"644";
"2469";"2045";"1";"Consejera";"2018-07-18 00:00:00";"2019-07-06 00:00:00";"Pilar Ventura Contreras";"Edificio de la Vía Univérsitas";"Vía Univérsitas, 36";"50071";"Zaragoza";"Zaragoza";"";"";"";"";"";"1";"0.0";"0.0";"";"";"645";
"2470";"2069";"2";"Director General de Función Pública y Calidad de los Servicios";"2015-08-26 00:00:00";"2018-04-11 00:00:00";"Ignacio Zarazaga Chamorro";"";"";"";"";"";"";"";"";"";"";"1";"0.0";"0.0";"";"";"646";
"604";"580";"1";"DIRECTOR GENERAL DE CONSERVACIÓN DEL MEDIO NATURAL";"";"";"Santiago Pablo Munilla López";"Edificio de la Plaza  San Pedro Nolasco";"Plaza San Pedro Nolasco, 7";"50071";"Zaragoza";"Zaragoza";"976713234   ";"Nacido en Calatayud (Zaragoza) en 1960, es Ingeniero de Montes de la ETSIM de Madrid y tiene el título de Especialista en Ordenación del Territorio por la Universidad Politécnica de Valencia.
Ha trabajado en la empresa privada Asitlladoras Diper SA (Fuentes de Jiloca)  y en la empresa pública TRAGSA.
Pertenece al Cuerpo Nacional de Ingenieros de Montes, en el que ingresó por oposición en 1986. Ha desempeñado distintos puestos en las Administraciones central y autonómica: ingeniero de Montes de la Dirección Provincial del Ministerio de Agricultura en Lérida, Director Adjunto del Parque Nacional de Doñana, Jefe de Servicio de Parques Nacionales (ICONA), Jefe de Servicio de los Espacios Naturales Protegidos y de la Caza y la Pesca en  Aragón, Director General de Medio Natural del Gobierno de Aragón y Coordinador de la Dirección General de Medio Natural y Política Forestal del Ministerio de Medio Ambiente, Rural y Marino.
Ha formado y forma parte de distintos órganos de participación ciudadana en la gestión de espacios naturales protegidos, de la caza y la pesca, y asuntos relacionados con el medio natural. Ha impartido charlas y cuenta con artículos y publicaciones en el ámbito del medio natural. 
";"";"";"";"1";"";"";"";"";"647";
"606";"583";"1";"DIRECTOR GENERAL DE INVESTIGACIÓN E INNOVACIÓN";"";"";"Miguel Ángel García Muro";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976715941   ";"Nacido en Zaragoza en 1963, es ingeniero Industrial por la Escuela Técnica Superior de Ingenieros Industriales de Zaragoza. Posee el título de Formador de Gestores de Innovación de FEDIT, el título del Curso Superior de Innovación y Desarrollo de Producto (Gobierno de Aragón) y es gestor de la innovación por la Asociación Española para la Calidad (AEC).
Comenzó su carrera profesional en la empresa de electrodomésticos Balay, S.A. En 1993 se incorpora al Instituto Tecnológico de Aragón como gestor de servicios y ejerce posteriormente como responsable de los departamentos de Calidad y Medio Ambiente y como Jefe del Departamento de Innovación. En el Gobierno de Aragón trabajó como ingeniero Industrial del Servicio de Promoción Industrial del Departamento de Industria, Comercio y Turismo.
Posee experiencia como docente en cursos y másteres y  ha participado en jornadas y congresos como ponente. También ha participado como vocal del Comité Técnico de Normalización de AENOR AEN/CTN 166 ?Actividades de Investigación, Desarrollo Tecnológico e Innovación (I+D+I)? y en el Comité Técnico de Certificación de AENOR AEN/CTC 068 ?Proyectos I+D+I?.

";"";"";"";"1";"";"";"";"";"648";
"564";"600";"1";"SECRETARIA GENERAL TÉCNICA";"";"";"Cristina Moreno Casado";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714155   ";"<br>Es licenciada en Derecho por la Universidad de Zaragoza y máster en Gestión Urbanística por la Universidad Politécnica de Cataluña. Pertenece al cuerpo de Técnicos de Administración General  del  Ayuntamiento de Zaragoza, en el que ingresó por oposición en 1987.<br/><br/> Ha desempeñado diversos puestos  en la Gerencia Municipal de Urbanismo: Vicegerente de Urbanismo, Directora de Servicios de Gestión de Suelo e Intervención Urbanística, Coordinadora Jurídica de la Gerencia Municipal de Urbanismo y Secretaria Técnica del Área de Urbanismo, Infraestructuras, Equipamientos y Vivienda. <br/><br/>Ha ejercido la actividad docente como profesora en el curso de postgrado de Derecho Local de la Facultad de Derecho de la Universidad de Zaragoza y en el Seminario de Derecho Local de  la Fundación Sainz de Varanda.<br/><br/> Asimismo, ha participado como autora de informes en materia de ordenación del territorio, urbanismo y vivienda en los anuarios aragoneses de gobierno local.  <br/>";"";"";"";"1";"";"";"";"";"649";
"554";"537";"1";"PRESIDENTA DE ARAGÓN";"2011-07-04 00:00:00";"2015-07-04 00:00:00";"Luisa Fernanda Rudi Úbeda";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"";"";"";"";"1";"";"";"";"";"650";
"555";"538";"1";"CONSEJERO";"2011-07-16 00:00:00";"2015-07-06 00:00:00";"Roberto Bermúdez de Castro Mur  (16/07/2011  - 06/07/2015)";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"<br/>Es Diplomado en Ciencias Empresariales y posee el Certificado en Gestión Empresarial (UOC). Fue socio fundador de la asesoría empresarial ARCE-VIÑAS y Asociados, y socio de varios proyectos de energías renovables. <br/><br/>

Ha sido diputado provincial, concejal y Portavoz del Grupo Popular en el Ayuntamiento de Huesca, Presidente de la Comarca Hoya de Huesca ? Plana de Uesca y senador por la provincia oscense. <br/><br/>
También ha desempeñado distintos cargos institucionales en el Partido Popular. Actualmente es miembro del Comité Ejecutivo Nacional y Coordinador Adjunto a la Presidencia en el Partido Popular de Aragón. <br/><br/>
Nació en Huesca en 1971. 
<br/>
";"/compartido/app/organigrama/RBermudez.jpg";"RBermudez.jpg";"consejeropresidencia.j@aragon.es";"1";"";"";"";"";"651";
"594";"570";"1";"DIRECTORA GENERAL DE VIVIENDA Y REHABILITACIÓN";"";"";"María Belén Corcoy de Febrer";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714555   ";"Nacida en Barcelona en 1977, es licenciada en Derecho por la Universidad de Zaragoza. Funcionaria de carrera del Cuerpo de Funcionarios Superiores de la Administración de la Comunidad Autónoma desde el año 2005.
Ha trabajado como asesora técnica en la Dirección General de Desarrollo Estatutario. Anteriormente, fue Jefa de Sección de Control de Demanda de Vivienda Protegida y ejerció también como administradora superior en el Servicio Provincial de Zaragoza del Departamento de Medio Ambiente.
Ha impartido cursos sobre el Estatuto Básico del Empleado Público, legislación de contratos y el Estatuto de Autonomía de Aragón; asimismo, ha publicado artículos sobre el Decreto-Ley del Gobierno de Aragón para impulsar la actividad económica, y las relaciones entre las comunidades autónomas en el marco de los estatutos de autonomía.
";"";"";"";"1";"";"";"";"";"652";
"557";"540";"1";"CONSEJERO";"2011-07-16 00:00:00";"";"Francisco Bono Ríos (16/07/2011 - 06/07/2015)";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"<br/><br/>Profesor mercantil, licenciado y doctor en Ciencias Económicas por la Universidad de Barcelona. <br/><br/>
Fue Consejero de Economía y Hacienda del primer Gobierno de Aragón. Profesor agregado de Macroeconomía y profesor titular de Economía Aplicada de la Facultad de Ciencias Económicas de la Universidad de Zaragoza (1974-1994) y profesor del Máster de Administración de Empresas y Máster de Marketing en la Universidad San Jorge (2008-2011). <br/><br/>
Autor de diversos libros y artículos en revistas especializadas. Entre otros, director de las sucesivas ediciones de las Tablas Input-Output de Aragón y de la revista Economía Aragonesa. <br/><br/>
Ha sido Presidente de Aramón durante diez años, Presidente de la Comisión de Economía de la Confederación de Empresarios de Aragón (CREA), consejero de diversas sociedades participadas por Ibercaja y Presidente de la Delegación en Aragón de la Asociación para el Progreso de la Dirección (APD) desde su creación. <br/><br/>
Desde julio de 2011, es Consejero de Economía y Empleo del Gobierno de Aragón, teniendo a su cargo también las competencias de Turismo y la Presidencia de la Corporación de Empresas Públicas de Aragón (CEPA). <br/>
";"/compartido/app/organigrama/FBono.jpg";"FBono.jpg";"consejeroeconomia.e@aragon.es";"1";"";"";"";"";"653";
"610";"588";"1";"DIRECTOR GENERAL DE POLÍTICA EDUCATIVA Y EDUCACIÓN PERMANENTE";"";"";"Manuel Magdaleno Peña";"Edificio de la Calle Pablo Ruiz Picasso";"Calle Pablo Ruiz Picasso, 65 D";"50018";"Zaragoza";"Zaragoza";"976715417   ";"Nacido en Zaragoza en 1966, es licenciado en Derecho y especializado en Derecho Fiscal, Tributario (diploma del Centro de Estudios Técnicos Empresariales) y Contabilidad (diploma de experto contable).
En 1989 y 1990 trabajó en Nicaragua, como asesor jurídico de Derecho Internacional en la Comisión Nacional para la Defensa de los Derechos Humanos, y en el Centro Nicaragüense de Derechos Humanos.
Dirigió el programa de cárceles en Cáritas Aragón, coordinando durante siete años la intervención del voluntariado en prisiones en la Comunidad Autónoma de Aragón. Desde entonces, su experiencia profesional se ha desarrollado en el marco de la enseñanza en Aragón, como profesor de Economía en el Colegio del Salvador, centro que dirigió desde 2005 hasta 2011, y como experto en formación del profesorado, temas a los que ha dedicado especial estudio y sobre los que ha publicado artículos y ha impartido conferencias: aspectos legales y jurídicos de los centros educativos; liderazgo de los equipos directivos de los centros educativos; modelos eficientes en formación del profesorado; relación familia-escuela; indicadores de una buena calidad familiar.
";"";"";"";"1";"";"";"";"";"654";
"2332";"2263";"1";"Director del Servicio Provincial de Teruel";"2018-04-12 00:00:00";"2019-08-09 00:00:00";"Pedro Joaquín Simón Barberán";"Edificio de la Calle San Vicente de Paúl";"Calle San Vicente de Paúl, 3";"44002";"Teruel";"Teruel";"978641236   ";"Nacido en Escucha (Teruel) en 1958, maestro en ejercicio, ha desarrollado su carrera profesional en varias localidades de la provincia de Teruel (Palomar de Arroyos, Rillo, Albarracín, Valbona, La Puebla de Valverde). También ha ocupado el puesto de director en el CRA Pórtico de Aragón y, en el Servicio Provincial, ha sido coordinador de diversos programas (Educación Compensatoria, CRIET, Vacaciones Escolares, Formación del Profesorado, Educación de Adultos, Aulas de Naturaleza, Programas de Alumnos, FP) así como asesor técnico docente y jefe de la Unidad de Programas Educativos en varias etapas. Constituyó la Escuela de Tiempo Libre Aire Teruel y forma parte del cuadro de profesores de la misma, impartiendo cursillos de formación para monitores y directores de tiempo libre.";"";"";"pjsimon@aragon.es";"1";"0.0";"0.0";"";"";"655";
"2349";"2278";"1";"Jefe de Servicio de Estrategias Territoriales";"";"";"Pablo Antonio Dolz Millán";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714534   ";"";"";"";"";"1";"";"";"";"";"656";
"2352";"2281";"1";"Jefa de Servicio de Planificación y Gestión Urbanística";"";"";"Esperanza Estaún Diego";"Edificio Dinamiza";"Avenida de Ranillas, 3 A";"50071";"Zaragoza";"Zaragoza";"97671400    ";"";"";"";"";"1";"";"";"";"";"657";
"2353";"2282";"1";"Jefa de Servicio de Información Urbanística y Nuevos Desarrollos";"";"";"María Pilar Alfaro Santafé";"Edificio Dinamiza";"Avenida de Ranillas, 3 A";"50071";"Zaragoza";"Zaragoza";"97671400    ";"";"";"";"";"1";"";"";"";"";"658";
"2358";"2287";"1";"Jefe de Servicio de Planeamiento, Inversión y Concesiones de Carreteras";"";"";"Gonzalo Fernández Manceñido";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"97671400    ";"";"";"";"";"1";"";"";"";"";"659";
"2008";"539";"2";"Consejero";"2012-01-03 00:00:00";"2014-04-07 00:00:00";"José Luis Saz Casado  (03/01/2012 - 07/04/2014)";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"660";
"2009";"539";"3";"CONSEJERO";"2011-07-16 00:00:00";"2012-01-03 00:00:00";"Mario Garcés Sanagustín  (16/07/2011 - 03/01/2012)";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"661";
"2359";"2288";"1";"Jefa de Servicio de Conservación y Explotación de Carreteras de Gestión Directa";"";"";"Eva María Sierra Vinagre";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"";"";"";"";"1";"";"";"";"";"662";
"2362";"2291";"1";"Jefa de Servicio de Ordenación y Regulación de las Actividades Turísticas";"";"";"Encarnación Estremera Giménez";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"97671400    ";"";"";"";"";"1";"";"";"";"";"663";
"2374";"2308";"1";"Jefa de Servicio de Estrategias de Salud y Formación";"2016-02-16 00:00:00";"";"María Isabel Cano del Pozo";"Edificio de la Vía Univérsitas";"Vía Univérsitas, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"";"";"";"";"1";"";"";"";"";"664";
"558";"541";"1";"CONSEJERO";"";"";"Rafael Fernández de Alarcón Herrero (16/07/2011 - 06/07/2015)";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"<br/>Ingeniero de Caminos, Canales y Puertos, y diplomado en Dirección General de Empresas por el IESE. <br/> <br/>
Fue Director General de Ordenación del Territorio y Urbanismo del Gobierno de Aragón desde 1989 a 1993, y con anterioridad, Jefe de Servicio de Tráfico y Transporte en el Ayuntamiento de Zaragoza. Durante su etapa en el Gobierno de Aragón impulsó la promoción y diseño de la primera ley aprobada de Ordenación del Territorio de Aragón, en 1992. <br/> <br/>
Fue Director de IDOM Zaragoza, empresa de servicios de ingeniería que recibió el Premio a la Excelencia Empresarial de Aragón en 2002. Desde 2005 hasta 2011 ocupó el puesto de Consejero Delegado de Transportes Urbanos de Zaragoza. <br/> <br/>
Dentro de su trayectoria profesional destaca su participación en la concepción, propuesta, redacción y gestión técnica y económica del primer contrato programa de Transporte en España (Zaragoza, 1982) que ha sido base para el establecimiento de convenios similares en varias ciudades españolas. Asimismo, ha trabajado en proyectos y dirección de importantes obras como en la urbanización de la Feria de Zaragoza (1983-1986) o en las obras del túnel del Somport (1998-2000). Ha participado en la redacción del Plan General de Carreteras de Aragón para 2004-2013. <br/> <br/>
Recibió la Medalla al Mérito Profesional del Colegio Nacional de Ingenieros de Caminos, Canales y Puertos en 2009 y el Premio a la Mejor Trayectoria Profesional de Aragón (ADEA) en 2010. <br/> <br/>
Nació en Madrid en abril de 1947. Está casado y tiene dos hijos. <br/>
";"/compartido/app/organigrama/RFernandez.jpg";"RFernandez.jpg";"consejeroobraspublicas.uvt@aragon.es";"1";"";"";"";"";"665";
"559";"542";"1";"CONSEJERO";"";"";"Antonio Suárez Oriz  (16/07/2011 - 06/07/2015)";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"<<br/>Licenciado en Derecho, es abogado y asesor jurídico - en excedencia -  de la Federación de Empresarios del Metal. <br/><br/>
Miembro de los Comités Ejecutivo Regional y Provincial del Partido Popular en Aragón. <br/><br/>
Concejal del Ayuntamiento de Zaragoza entre 1987 y 2003, Teniente de Alcalde entre 1995 y 2003 y Portavoz del Grupo Popular entre 1999 y 2003.<br/><br/>
Diputado de las Cortes de Aragón y Portavoz del Grupo Parlamentario Popular en la VI Legislatura y parte de la VII. Portavoz de la Comisión Institucional, miembro titular de la Comisión de Economía y Presupuestos y miembro titular de la Comisión de Medio Ambiente. Actualmente, es diputado del Grupo Parlamentario del Partido Popular (VIII Legislatura). <br/><br/>
Nació en Zaragoza en 1953. <br/>
";"/compartido/app/organigrama/ASuarez.jpg";"ASuarez.jpg";"consejeropoliticaterritorial.i@aragon.es";"1";"";"";"";"";"666";
"560";"543";"1";"CONSEJERO";"2012-01-03 00:00:00";"2015-07-06 00:00:00";"Modesto Lobón Sobrino  (03/01/2012 - 06/07/2015)";"";"Plaza San Pedro Nolasco, 7";"50071";"Zaragoza";"Zaragoza";"976714000   ";"<br/>
Ingeniero industrial por la Escuela Técnica de Ingenieros Industriales de Barcelona y titulado en Dirección General de Empresas por el Instituto de Estudios Superiores de la Empresa (IESE) de la Universidad de Navarra. 

<br/>
<br/>
Diputado de las Cortes de Aragón por el PP (VIII Legislatura). Miembro del Partido Popular desde 1999, en el que actualmente es vocal del Comité de Dirección Regional y vicesecretario general de Política Sectorial. 
<br/>
<br/>

Fue fundador de la Democracia Cristiana Aragonesa (DCA) en 1977, miembro del Comité Ejecutivo Provincial de Zaragoza de Unión de Centro Democrático (UCD), desde 1978 a 1982. Director General de Servicios del ente preautonómico aragonés y presidente del Consejo Superior de Protección de Menores del Ministerio de Justicia durante el último gobierno de Adolfo Suárez y el gobierno de Calvo Sotelo. En 1982 fue miembro fundador en Zaragoza del Partido Demócrata Popular. Miembro del PAR desde 1987 hasta 1999, presidente local y secretario general adjunto del mismo, durante ese tiempo. 
<br/>
<br/>

En el Ayuntamiento de Zaragoza ha sido concejal en la segunda, tercera, quinta, séptima y octava corporaciones, siendo además portavoz del PDP (segunda corporación), delegado de Promoción Empresarial y Turismo (quinta corporación), y portavoz de la Comisión de Servicios Públicos (séptima corporación). Durante la sexta corporación fue coordinador de Alcaldía y Jefe de Relaciones Externas. 
<br/>
<br/>
Nació en Zaragoza en 1948. Está casado y tiene dos hijas.

<br/>

      

";"/compartido/app/organigrama/MLobon.jpg";"MLobon.jpg";"consejeroagricultura.gma@aragon.es";"1";"";"";"";"";"667";
"561";"544";"1";"CONSEJERO";"2012-01-03 00:00:00";"2015-07-06 00:00:00";"Arturo Aliaga López (03/01/2012 - 06/07/2015)";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"<br/>Ingeniero industrial, en 1987 ingresó por oposición en el Cuerpo de Funcionarios Superiores de la Administración de la Comunidad Autónoma de Aragón. Su primer destino fue el puesto de Jefe de la Sección de Industria del Servicio Provincial de Industria, Comercio y Turismo de Teruel.<br/><br/>

Ha desarrollado toda su carrera profesional en la Administración aragonesa, ocupación que ha compaginado con otras como la de profesor asociado de la Escuela Universitaria Politécnica. En el Gobierno de Aragón ha trabajado en las áreas de Industria, Comercio, Turismo y Artesanía, y Economía, de cuyo departamento fue Jefe del servicio de Financiación Europea y más tarde Secretario General Técnico. <br/><br/>
En julio de 2002 fue nombrado Consejero de Industria, Comercio y Desarrollo y un año más tarde pasó a ocupar la cartera de Industria, Comercio y Turismo, cargo que desempeñó hasta julio de 2011. <br/><br/>
Ha estado al frente de entidades y organismos como el Parque Tecnológico Walqa, Motorland Aragón, el Parque Tecnológico del Motor de MotorLand, Dinópolis,  el Centro Astronómico Aragonés, el Centro de Estudios de Física del Cosmos, el Instituto Tecnológico de Aragón o la Fundación del Hidrógeno.
<br/><br/>

Es diputado en las Cortes de Aragón por el Partido Aragonés. <br/><br/>
Nació en Jaulín (Zaragoza) en 1955. Está casado y tiene cuatro hijos. <br/><br/> 
";"/compartido/app/organigrama/AAliaga.jpg";"AAliaga.jpg";"consejeroindustria.i@aragon.es";"1";"";"";"";"";"668";
"569";"556";"1";"DIRECTOR GENERAL DE LA FUNCIÓN PÚBLICA Y CALIDAD DE LOS SERVICIOS";"";"";"Ignacio Murillo García-Atance";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714424   ";"Nacido en Zaragoza en 1957, es licenciado en Derecho y pertenece al Cuerpo de Funcionarios Superiores de la Administración de la Comunidad Autónoma de Aragón, en el que ingresó por oposición en 1990, desempeñando puestos en los departamentos de Presidencia y Relaciones Institucionales, Agricultura y Ordenación del Territorio.
Ha sido asesor del Justicia de Aragón en las áreas de defensa del Estatuto, tutela del ordenamiento jurídico aragonés y función pública entre 1993 y 2005, así como interventor delegado en diversos departamentos del Ejecutivo autónomo de 2006 a 2011.
Cuenta con publicaciones sobre Derecho Autonómico, instituciones aragonesas, función pública y contratación administrativa.
Ha impartido cursos en el Consejo General del Poder Judicial, la Universidad de Zaragoza y el Instituto Aragonés de Administración Pública y ha ejercido como profesor de la Escuela de Práctica Jurídica de la Universidad de Zaragoza y como Secretario Técnico y miembro de la Comisión de Coordinación del Foro de Derecho Aragonés.
";"";"";"";"1";"";"";"";"";"669";
